Step,Value
343,0.9803
344,0.9808
345,0.9785
346,0.9812
347,0.9811
348,0.9817
349,0.982
350,0.9806
351,0.9798
352,0.9815
353,0.9805
354,0.9801
355,0.9817
356,0.9821
357,0.9792
358,0.9807
359,0.9793
360,0.9718
361,0.9751
362,0.9784
363,0.9762
364,0.979
365,0.9806
366,0.9824
367,0.9818
368,0.9815
369,0.9819
370,0.9815
371,0.981
372,0.981
373,0.9812
374,0.9812
375,0.9813
376,0.9802
377,0.9822
378,0.9814
379,0.9825
380,0.9816
381,0.9809
382,0.9789
383,0.9808
384,0.9811
385,0.9773
386,0.9819
387,0.9759
388,0.9812
389,0.981
390,0.9817
391,0.9803
392,0.9811
393,0.9826
394,0.9828
395,0.9822
396,0.9691
397,0.9756
398,0.9825
399,0.9819
400,0.9823
401,0.9811
402,0.9833
403,0.9807
404,0.9797
405,0.9803
406,0.977
407,0.9796
408,0.9777
409,0.9816
410,0.9832
411,0.9818
412,0.9821
413,0.9825
414,0.981
415,0.9808
416,0.9831
417,0.9826
418,0.9811
419,0.9826
420,0.9842
421,0.9834
422,0.9832
423,0.9819
424,0.9823
425,0.9797
426,0.9839
427,0.9836
428,0.9846
429,0.9837
430,0.9836
431,0.9832
432,0.9828
433,0.9818
434,0.9807
435,0.977
436,0.9794
437,0.9797
438,0.9817
439,0.9823
440,0.9827
441,0.9829
442,0.9844
443,0.9851
444,0.9836
445,0.9838
446,0.9841
447,0.9839
448,0.984
449,0.9837
450,0.983
451,0.9821
452,0.9802
453,0.9828
454,0.9829
455,0.9829
456,0.9832
457,0.9829
458,0.9825
459,0.9832
460,0.983
461,0.9828
462,0.9831
463,0.9845
464,0.9847
465,0.9839
466,0.9838
467,0.9835
468,0.9825
469,0.9845
470,0.9834
471,0.9843
472,0.9853
473,0.9832
474,0.9826
475,0.9837
476,0.9848
477,0.9828
478,0.9801
479,0.9813
480,0.9837
481,0.9854
482,0.9831
483,0.9825
484,0.9829
485,0.9846
486,0.9833
487,0.9855
488,0.985
489,0.9846
490,0.9841
491,0.9848
492,0.9853
493,0.9849
494,0.9843
495,0.9852
496,0.9851
497,0.9826
498,0.9852
499,0.9834
500,0.9835
501,0.9661
502,0.97
503,0.9819
504,0.9838
505,0.9845
506,0.9852
507,0.9855
508,0.9823
509,0.9843
510,0.9843
511,0.984
512,0.9844
513,0.9819
514,0.9823
515,0.9845
516,0.9852
517,0.9849
518,0.9841
519,0.9851
520,0.9836
521,0.9855
522,0.9844
523,0.985
524,0.9832
525,0.9846
526,0.9843
527,0.9848
528,0.9841
529,0.985
530,0.9845
531,0.9848
532,0.9854
533,0.9861
534,0.9852
535,0.9856
536,0.986
537,0.9836
538,0.9856
539,0.9848
540,0.9864
541,0.9843
542,0.9859
543,0.985
544,0.9855
545,0.9857
546,0.9836
547,0.986
548,0.9834
549,0.9836
550,0.9836
551,0.9839
552,0.9859
553,0.9847
554,0.984
555,0.9858
556,0.9857
557,0.9847
558,0.9826
559,0.9847
560,0.9847
561,0.9849
562,0.9843
563,0.9841
564,0.985
565,0.9845
566,0.9854
567,0.9859
568,0.9869
569,0.9857
570,0.986
571,0.9855
572,0.985
573,0.9851
574,0.9861
575,0.9868
576,0.9862
577,0.9847
578,0.9851
579,0.9829
580,0.9831
581,0.9771
582,0.9811
583,0.9841
584,0.9842
585,0.983
586,0.9845
587,0.9851
588,0.9857
589,0.9839
590,0.9853
591,0.9853
592,0.9862
593,0.9852
594,0.985
595,0.9857
596,0.9864
597,0.9855
598,0.9853
599,0.9855
600,0.9843
601,0.9856
602,0.986
603,0.9859
604,0.985
605,0.9873
606,0.9868
607,0.9858
608,0.9853
609,0.9858
610,0.9864
611,0.9861
612,0.9869
613,0.9864
614,0.9866
615,0.9875
616,0.9872
617,0.9874
618,0.9852
619,0.9869
620,0.9857
621,0.9853
622,0.9865
623,0.9865
624,0.9862
625,0.9862
626,0.9863
627,0.9869
628,0.9866
629,0.9857
630,0.9867
631,0.9852
632,0.9874
633,0.9866
634,0.9868
635,0.9862
636,0.9835
637,0.9857
638,0.9866
639,0.9866
640,0.9871
641,0.9864
642,0.9855
643,0.9836
644,0.9465
645,0.9666
646,0.9845
647,0.9849
648,0.9832
649,0.9859
650,0.9858
651,0.9841
652,0.9837
653,0.9859
654,0.9842
655,0.9845
656,0.986
657,0.9863
658,0.9859
659,0.9845
660,0.9863
661,0.9863
662,0.9867
663,0.986
664,0.9848
665,0.9858
666,0.9855
667,0.9869
668,0.9858
669,0.9864
670,0.9859
671,0.986
672,0.9849
673,0.9869
674,0.9857
675,0.9848
676,0.9855
677,0.9855
678,0.9859
679,0.9844
680,0.9869
681,0.9858
682,0.9863
683,0.9875
684,0.9871
685,0.9867
686,0.9873
687,0.9863
688,0.9868
689,0.9864
690,0.9843
691,0.9871
692,0.9873
693,0.9875
694,0.987
695,0.9871
696,0.9862
697,0.9861
698,0.983
699,0.9843
700,0.979
701,0.9822
702,0.9838
703,0.9852
704,0.9869
705,0.9866
706,0.9872
707,0.9865
708,0.9877
709,0.9876
710,0.9871
711,0.9875
712,0.9875
713,0.9864
714,0.9871
715,0.9868
716,0.9874
717,0.9877
718,0.9865
719,0.9868
720,0.9872
721,0.9865
722,0.9851
723,0.9863
724,0.9866
725,0.9869
726,0.9869
727,0.9869
728,0.987
729,0.9873
730,0.9876
731,0.9867
732,0.9852
733,0.9874
734,0.9864
735,0.9869
736,0.987
737,0.9864
738,0.9866
739,0.9871
740,0.9841
741,0.9846
742,0.9847
743,0.9867
744,0.9865
745,0.987
746,0.9867
747,0.9867
748,0.9873
749,0.9871
750,0.9875
751,0.988
752,0.9877
753,0.9882
754,0.9873
755,0.9871
756,0.9875
757,0.9852
758,0.9876
759,0.9873
760,0.988
761,0.9879
762,0.9864
763,0.9878
764,0.9871
765,0.9868
766,0.9875
767,0.987
768,0.9871
769,0.9873
770,0.9875
771,0.9883
772,0.9872
773,0.9879
774,0.9873
775,0.9873
776,0.9864
777,0.9884
778,0.9884
779,0.9871
780,0.9864
781,0.9864
782,0.9874
783,0.9873
784,0.9872
785,0.9879
786,0.9872
787,0.9877
788,0.9873
789,0.988
790,0.9874
791,0.9866
792,0.9873
793,0.9868
794,0.9866
795,0.9877
796,0.9875
797,0.9868
798,0.9868
799,0.9866
800,0.9862
801,0.9867
802,0.9874
803,0.9872
804,0.9866
805,0.9875
806,0.9865
807,0.9813
808,0.9872
809,0.9873
810,0.9859
811,0.9885
812,0.9874
813,0.9877
814,0.9873
815,0.9882
816,0.9876
817,0.9878
818,0.9883
819,0.9875
820,0.9881
821,0.9878
822,0.9874
823,0.9863
824,0.9348
825,0.9361
826,0.9684
827,0.9775
828,0.9809
829,0.9792
830,0.9818
831,0.9833
832,0.984
833,0.9816
834,0.9813
835,0.9819
836,0.984
837,0.9836
838,0.9834
839,0.9841
840,0.9844
841,0.9848
842,0.9845
843,0.9862
844,0.9857
845,0.9853
846,0.9856
847,0.9863
848,0.9855
849,0.9861
850,0.9851
851,0.9858
852,0.9857
853,0.9863
854,0.9863
855,0.9854
856,0.9857
857,0.9866
858,0.987
859,0.987
860,0.9865
861,0.9864
862,0.9867
863,0.9864
864,0.9857
865,0.9864
866,0.9861
867,0.9865
868,0.987
869,0.9872
870,0.9873
871,0.9874
872,0.9873
873,0.9876
874,0.9876
875,0.9865
876,0.9857
877,0.9852
878,0.987
879,0.9876
880,0.9865
881,0.9868
882,0.9864
883,0.988
884,0.9871
885,0.987
886,0.9865
887,0.9856
888,0.9868
889,0.9872
890,0.9868
891,0.9875
892,0.9876
893,0.9869
894,0.9875
895,0.9879
896,0.9879
897,0.9873
898,0.986
899,0.9882
900,0.9864
901,0.9859
902,0.9864
903,0.9849
904,0.9863
905,0.9883
906,0.9874
907,0.9865
908,0.9875
909,0.9871
910,0.987
911,0.9884
912,0.9882
913,0.9876
914,0.9882
915,0.987
916,0.9876
917,0.9881
918,0.9878
919,0.9875
920,0.9871
921,0.9869
922,0.9869
923,0.9868
924,0.9871
925,0.9863
926,0.9876
927,0.9883
928,0.9882
929,0.9879
930,0.9881
931,0.9882
932,0.9882
933,0.9889
934,0.9879
935,0.9886
936,0.9884
937,0.9879
938,0.9877
939,0.9872
940,0.988
941,0.9881
942,0.9892
943,0.9892
944,0.9898
945,0.9883
946,0.9882
947,0.9882
948,0.9884
949,0.9883
950,0.9881
951,0.9886
952,0.9884
953,0.988
954,0.9886
955,0.9888
956,0.9884
957,0.9877
958,0.9888
959,0.9886
960,0.9885
961,0.9883
962,0.9875
963,0.9884
964,0.988
965,0.9881
966,0.9888
967,0.9889
968,0.9886
969,0.9879
970,0.9882
971,0.9884
972,0.9884
973,0.9894
974,0.9889
975,0.9889
976,0.9884
977,0.9877
978,0.9888
979,0.9865
980,0.9882
981,0.9874
982,0.9876
983,0.9877
984,0.9879
985,0.9878
986,0.988
987,0.9882
988,0.9877
989,0.9882
990,0.9885
991,0.988
992,0.9881
993,0.9879
994,0.9876
995,0.988
996,0.988
997,0.989
998,0.9886
999,0.987
1000,0.9862
1001,0.9858
1002,0.9842
1003,0.9877
1004,0.9886
1005,0.9882
1006,0.9876
1007,0.9887
1008,0.9876
1009,0.9879
1010,0.9854
1011,0.9862
1012,0.988
1013,0.9875
1014,0.9882
1015,0.9886
1016,0.9883
1017,0.9874
1018,0.9878
1019,0.9866
1020,0.9879
1021,0.9888
1022,0.9881
1023,0.9874
1024,0.9889
1025,0.9874
1026,0.9885
1027,0.9883
1028,0.9869
1029,0.9875
1030,0.9892
1031,0.9895
1032,0.9886
1033,0.9891
1034,0.9887
1035,0.9889
1036,0.9884
1037,0.9886
1038,0.9885
1039,0.9875
1040,0.9877
1041,0.9884
1042,0.9886
1043,0.9876
1044,0.987
1045,0.988
1046,0.9883
1047,0.9883
1048,0.9891
1049,0.9892
1050,0.9885
1051,0.9881
1052,0.9881
1053,0.987
1054,0.9876
1055,0.9885
1056,0.9886
1057,0.989
1058,0.9894
1059,0.9891
1060,0.9891
1061,0.9885
1062,0.9882
1063,0.9893
1064,0.9888
1065,0.9892
1066,0.9893
1067,0.9888
1068,0.9888
1069,0.9877
1070,0.987
1071,0.9882
1072,0.9881
1073,0.9891
1074,0.9899
1075,0.9884
1076,0.989
1077,0.9871
1078,0.9883
1079,0.9876
1080,0.9882
1081,0.9887
1082,0.9874
1083,0.9884
1084,0.9892
1085,0.9877
1086,0.988
1087,0.988
1088,0.989
1089,0.988
1090,0.9885
1091,0.9887
1092,0.9894
1093,0.9889
1094,0.989
1095,0.9879
1096,0.988
1097,0.9887
1098,0.9883
1099,0.9892
1100,0.9885
1101,0.9891
1102,0.9886
1103,0.9876
1104,0.9881
1105,0.9888
1106,0.989
1107,0.9891
1108,0.9889
1109,0.9876
1110,0.9877
1111,0.9882
1112,0.989
1113,0.9888
1114,0.9894
1115,0.9885
1116,0.989
1117,0.9879
1118,0.9884
1119,0.9892
1120,0.9895
1121,0.9892
1122,0.8609
1123,0.8227
1124,0.9565
1125,0.9734
1126,0.9751
1127,0.9773
1128,0.9786
1129,0.977
1130,0.9754
1131,0.9796
1132,0.9817
1133,0.9802
1134,0.9818
1135,0.9829
1136,0.9835
1137,0.9836
1138,0.9846
1139,0.9844
1140,0.9846
1141,0.9845
1142,0.9839
1143,0.9839
1144,0.985
1145,0.985
1146,0.9851
1147,0.9843
1148,0.9846
1149,0.984
1150,0.9848
1151,0.9829
1152,0.9849
1153,0.9861
1154,0.9851
1155,0.9864
1156,0.9849
1157,0.9869
1158,0.9867
1159,0.9866
1160,0.9857
1161,0.9857
1162,0.9862
1163,0.9868
1164,0.9866
1165,0.9857
1166,0.986
1167,0.9857
1168,0.9857
1169,0.9859
1170,0.9867
1171,0.9859
1172,0.9859
1173,0.9867
1174,0.9866
1175,0.9862
1176,0.987
1177,0.9864
1178,0.9873
1179,0.9878
1180,0.9868
1181,0.9875
1182,0.9864
1183,0.9863
1184,0.9866
1185,0.9871
1186,0.9872
1187,0.9874
1188,0.9865
1189,0.9864
1190,0.9867
1191,0.9872
1192,0.9861
1193,0.9871
1194,0.9871
1195,0.9866
1196,0.9871
1197,0.9868
1198,0.9873
1199,0.9857
1200,0.9876
1201,0.9875
1202,0.9873
1203,0.9879
1204,0.988
1205,0.9878
1206,0.988
1207,0.9877
1208,0.9873
1209,0.9865
1210,0.9859
1211,0.9876
1212,0.9878
1213,0.9867
1214,0.988
1215,0.9879
1216,0.9881
1217,0.9881
1218,0.9888
1219,0.9881
1220,0.9874
1221,0.9874
1222,0.9879
1223,0.9881
1224,0.9882
1225,0.9877
1226,0.9867
1227,0.9877
1228,0.9884
1229,0.9882
1230,0.988
1231,0.9876
1232,0.9886
1233,0.9872
1234,0.9874
1235,0.9862
1236,0.9877
1237,0.987
1238,0.9879
1239,0.9882
1240,0.9881
1241,0.9876
1242,0.9871
1243,0.9866
1244,0.9877
1245,0.9882
1246,0.9878
1247,0.987
1248,0.9883
1249,0.9879
1250,0.9865
1251,0.9882
1252,0.9887
1253,0.9883
1254,0.9873
1255,0.9892
1256,0.9878
1257,0.986
1258,0.9886
1259,0.9883
1260,0.9885
1261,0.9882
1262,0.9876
1263,0.9833
1264,0.9868
1265,0.9862
1266,0.9888
1267,0.9883
1268,0.9882
1269,0.9877
1270,0.9881
1271,0.9872
1272,0.9876
1273,0.988
1274,0.988
1275,0.9876
1276,0.9881
1277,0.9879
1278,0.9875
1279,0.9879
1280,0.9877
1281,0.989
1282,0.9881
1283,0.9889
1284,0.9881
1285,0.988
1286,0.9869
1287,0.9882
1288,0.9867
1289,0.9858
1290,0.988
1291,0.9881
1292,0.9875
1293,0.9881
1294,0.9885
1295,0.989
1296,0.9886
1297,0.9888
1298,0.9881
1299,0.989
1300,0.9888
1301,0.9879
1302,0.9893
1303,0.9888
1304,0.9882
1305,0.9878
1306,0.9886
1307,0.988
1308,0.9878
1309,0.9882
1310,0.9888
1311,0.9892
1312,0.9894
1313,0.9883
1314,0.966
1315,0.966
1316,0.9846
1317,0.9876
1318,0.9887
1319,0.9878
1320,0.9881
1321,0.9889
1322,0.9897
1323,0.9882
1324,0.9878
1325,0.9875
1326,0.9885
1327,0.9873
1328,0.988
1329,0.9881
1330,0.9874
1331,0.988
1332,0.9881
1333,0.9879
1334,0.9878
1335,0.9867
1336,0.987
1337,0.9873
1338,0.9882
1339,0.9887
1340,0.9886
1341,0.9892
1342,0.989
1343,0.9896
1344,0.9893
1345,0.9887
1346,0.9886
1347,0.9884
1348,0.9877
1349,0.9877
1350,0.9885
1351,0.9882
1352,0.9887
1353,0.989
1354,0.9897
1355,0.9895
1356,0.9897
1357,0.9881
1358,0.9895
1359,0.9889
1360,0.99
1361,0.9887
1362,0.9889
1363,0.9888
1364,0.9888
1365,0.9896
1366,0.9895
1367,0.9892
1368,0.9894
1369,0.9887
1370,0.9881
1371,0.9888
1372,0.9899
1373,0.9898
1374,0.9893
1375,0.9879
1376,0.989
1377,0.9894
1378,0.9891
1379,0.989
1380,0.9895
1381,0.9899
1382,0.9891
1383,0.9895
1384,0.9891
1385,0.9884
1386,0.9885
1387,0.9892
1388,0.9894
1389,0.9893
1390,0.9889
1391,0.9876
1392,0.9883
1393,0.9887
1394,0.9885
1395,0.9895
1396,0.9892
1397,0.99
1398,0.9899
1399,0.9897
1400,0.9889
1401,0.9899
1402,0.9898
1403,0.9896
1404,0.9897
1405,0.9893
1406,0.9894
1407,0.9889
1408,0.9897
1409,0.9892
1410,0.9889
1411,0.9902
1412,0.9894
1413,0.9882
1414,0.9889
1415,0.9891
1416,0.9889
1417,0.9893
1418,0.9901
1419,0.9892
1420,0.9897
1421,0.9886
1422,0.9898
1423,0.9887
1424,0.9898
1425,0.9889
1426,0.9892
1427,0.9879
1428,0.9895
1429,0.9888
1430,0.989
1431,0.9895
1432,0.9898
1433,0.9891
1434,0.9887
1435,0.9898
1436,0.9895
1437,0.9899
1438,0.9894
1439,0.9887
1440,0.9899
1441,0.9888
1442,0.9888
1443,0.9874
1444,0.9892
1445,0.9896
1446,0.9889
1447,0.9893
1448,0.9894
1449,0.9898
1450,0.9896
1451,0.9903
1452,0.9899
1453,0.9898
1454,0.9902
1455,0.9896
1456,0.9881
1457,0.9895
1458,0.9892
1459,0.9907
1460,0.9898
1461,0.9896
1462,0.9899
1463,0.9901
1464,0.9895
1465,0.9898
1466,0.9895
1467,0.9886
1468,0.9895
1469,0.9897
1470,0.9895
1471,0.9893
1472,0.9897
1473,0.9889
1474,0.9903
1475,0.9895
1476,0.9901
1477,0.9902
1478,0.9898
1479,0.9896
1480,0.9888
1481,0.9887
1482,0.9898
1483,0.989
1484,0.9891
1485,0.9894
1486,0.9897
1487,0.9896
1488,0.9903
1489,0.9888
1490,0.9898
1491,0.9897
1492,0.9893
1493,0.9888
1494,0.9897
1495,0.9902
1496,0.9892
1497,0.9896
1498,0.9897
1499,0.9891
1500,0.9892
